name,MET2013,INCTOT,SEX,RACWHT,EDUC,VALUEH,employment,year,25-35 percentage,children percentage,23-27 vs 13-17 ratio
"Kansas City, MO-KS",28140,43553.56192,0.507516106,0.906227631,8.288475304,164606.8146,0.966283525,2013,0.254698888,0.083207831,0.864906832
"Knoxville, TN ",28940,35922.90598,0.51965812,0.962393162,7.888888889,169774.8376,0.940298507,2013,0.219956444,0.090009001,0.910839161
"La Crosse-Onalaska, WI-MN",29100,39167.23077,0.507692308,0.938461538,7.830769231,135700,1,2013,0.267515924,0.174603175,1.029411765
"Lafayette, LA ",29180,42656.01385,0.504155125,0.806094183,7.509695291,142802.7701,0.960244648,2013,0.254787677,0.062091503,0.914965986
"Lafayette-West Lafayette, IN",29200,31520.12048,0.530120482,0.963855422,8.518072289,132945.7831,0.986666667,2013,0.298969072,0.051724138,1.819444444
"Lake Havasu City-Kingman,AZ",29420,38994.11765,0.509803922,0.843137255,6.823529412,115725.4902,0.875,2013,0.183251232,0.059139785,0.752380952
"Lakeland-Winter Haven, FL",29460,34729.21981,0.529411765,0.839009288,7.510835913,133456.3467,0.95862069,2013,0.225545917,0.054376658,0.863636364
"Lancaster, PA ",29540,44531.37282,0.480836237,0.940766551,7.428571429,214145.4355,0.966165414,2013,0.235665695,0.07628866,1.103286385
"Lansing-East Lansing, MI",29620,37840.58249,0.528619529,0.925925926,8.195286195,127066.1616,0.956989247,2013,0.23019802,0.071684588,0.993055556
"Laredo, TX ",29700,30857.48603,0.536312849,0.899441341,7.106145251,111735.1955,0.976190476,2013,0.287517532,0.031707317,0.743396226
"Las Cruces, NM",29740,33840.81081,0.472972973,0.932432432,7.716216216,116233.9189,0.926470588,2013,0.268907563,0.072916667,0.783783784
"Las Vegas-Henderson-Paradise, NV",29820,38987.40829,0.52642487,0.72642487,7.383419689,166419.772,0.93480663,2013,0.250216951,0.028516378,0.876669285
"Lawrence, KS ",29940,43813.33333,0.5,0.966666667,9.266666667,180633.3333,1,2013,0.326347305,0.04587156,1.928571429
"Lebanon, PA ",30140,38958.82278,0.544303797,0.962025316,7.784810127,174455.6962,1,2013,0.198067633,0.089430894,0.942857143
"Lewiston-Auburn, ME ",30340,37766,0.454545455,0.977272727,7.977272727,135217.2727,0.951219512,2013,0.250614251,0.068627451,0.660377358
"Lima, OH ",30620,30945.76087,0.510869565,0.967391304,7.423913043,102184.7826,0.954545455,2013,0.239819005,0.075471698,0.790123457
"Lincoln, NE ",30700,39502.74725,0.472527473,0.950549451,8.681318681,153042.1429,0.994152047,2013,0.280779451,0.119873817,1.020979021
"Little Rock-North LittleRock-Conway,AR",30780,37386.08815,0.49862259,0.862258953,7.867768595,144048.7052,0.954407295,2013,0.243719413,0.066934404,1.128834356
"Los Angeles-Long Beach-Anaheim,CA",31080,41928.64078,0.516217451,0.600426374,8.005938785,472727.0474,0.93862103,2013,0.268287905,0.020757275,0.992332481
"Louisville/Jefferson County, KY-IN",31140,41642.81533,0.506479482,0.939524838,8.3412527,177179.838,0.96803653,2013,0.228411113,0.084481726,0.765625
"Lubbock, TX ",31180,43951.76316,0.505263158,0.878947368,7.863157895,135542.5789,0.971428571,2013,0.290076336,0.055023923,1.045226131
"Lynchburg, VA ",31340,32619.71014,0.47826087,0.862318841,7.746376812,159809.4928,0.9609375,2013,0.202735318,0.083333333,0.874172185
"Madera, CA ",31460,24232.15686,0.588235294,0.823529412,6.215686275,168098.0392,0.925,2013,0.245125348,0.034090909,0.91954023
"Manchester-Nashua, NH ",31700,44220.93048,0.534759358,0.978609626,8.13368984,240693.7433,0.960451977,2013,0.238983051,0.092198582,1.06557377
"Mansfield, OH ",31900,28078.62857,0.528571429,0.942857143,7.142857143,106150,0.935483871,2013,0.262981575,0.070063694,0.8625
"McAllen-Edinburg-Mission, TX ",32580,30348.4191,0.535809019,0.925729443,7.183023873,107582.4934,0.961876833,2013,0.290620384,0.041931385,0.682481752
"Medford, OR ",32780,30816.08824,0.411764706,0.955882353,7.544117647,165967.6471,0.915254237,2013,0.204347826,0.058510638,0.927083333
"Memphis, TN-MS-AR ",32820,37949.46497,0.536624204,0.649681529,7.947452229,164312.3408,0.949477352,2013,0.243838747,0.043507363,0.891218873
"Merced, CA ",32900,34951.86992,0.536585366,0.642276423,7.056910569,200842.2764,0.929824561,2013,0.28248114,0.029673591,0.75
"Miami-Fort Lauderdale-West PalmBeach,FL",33100,38732.78201,0.505984766,0.751904244,7.982589771,237628.901,0.936391673,2013,0.228799838,0.036119711,0.954957678
"Michigan City-La Porte,IN",33140,28160.67416,0.494382022,0.95505618,7.640449438,132360.8989,0.939759036,2013,0.269329897,0.043062201,1.195402299
"Midland, TX ",33260,57749.17431,0.541284404,0.853211009,7.449541284,152858.2569,0.959183673,2013,0.301824212,0.032967033,1.403225806
"Milwaukee-Waukesha-West Allis, WI",33340,42068.68462,0.506153846,0.878461538,8.524615385,189822.2615,0.965909091,2013,0.244402014,0.079545455,0.950634697
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,45381.13974,0.509415263,0.904856293,8.363230922,209914.2815,0.971324296,2013,0.253336266,0.095224313,0.869061414
"Mobile, AL ",33660,32763.63636,0.511961722,0.717703349,7.559808612,149352.2488,0.921052632,2013,0.232211804,0.049881235,0.877272727
"Modesto, CA ",33700,31899.39252,0.504672897,0.780373832,7.065420561,182607.4766,0.863874346,2013,0.262798635,0.022727273,0.661290323
"Monroe, LA ",33740,31193.22222,0.544444444,0.8,7.677777778,134198.3333,0.9875,2013,0.263925729,0.045226131,1
"Monroe, MI ",33780,36957.04396,0.571428571,0.978021978,7.703296703,127186.8132,1,2013,0.197496523,0.133802817,0.65
"Montgomery, AL ",33860,39717.81095,0.497512438,0.641791045,7.870646766,145288.6567,0.957894737,2013,0.239498091,0.043280182,1.028708134
"Morgantown, WV ",34060,38922.19792,0.552083333,0.979166667,8.072916667,163845.2083,0.944444444,2013,0.29986053,0.03255814,1.492957746
"Muncie, IN ",34620,28535.78947,0.578947368,0.964912281,7.736842105,92546.84211,0.886792453,2013,0.219081272,0.048387097,1.642857143
"Muskegon, MI ",34740,27291.66667,0.483333333,0.933333333,7.341666667,131800,0.943925234,2013,0.233115468,0.08411215,0.707964602
"Myrtle Beach-Conway-North MyrtleBeach,SC-NC",34820,31752.8216,0.525821596,0.882629108,7.516431925,155009.3897,0.954081633,2013,0.200181984,0.05,1.102702703
"Napa, CA ",34900,43637.03704,0.555555556,0.814814815,7.716049383,442810.9877,0.911392405,2013,0.187147689,0.090361446,0.650943396
"Naples-Immokalee-Marco Island, FL",34940,38465.09278,0.556701031,0.87628866,7.969072165,381572.1649,0.965909091,2013,0.180305132,0.065384615,0.835714286
"Nashville-Davidson--Murfreesboro--Franklin, TN ",34980,41932.10667,0.48627451,0.880784314,8.185882353,197404.1804,0.971404542,2013,0.252608347,0.061953932,0.923593619
"New Haven-Milford, CT",35300,44103.77948,0.5,0.85371179,8.600436681,254958.8428,0.946386946,2013,0.234431354,0.063589744,0.931034483
"New Orleans-Metairie, LA",35380,43653.80401,0.498229044,0.722550177,8.253837072,216162.7509,0.960051546,2013,0.270099621,0.043636364,1.107096774
"New York-Newark-Jersey City,NY-NJ-PA",35620,52713.35055,0.509270175,0.689100847,8.633586968,452846.7806,0.944254446,2013,0.25346959,0.054314883,0.987364315
"Niles-Benton Harbor, MI",35660,32844.57447,0.521276596,0.957446809,7.936170213,138241.4894,0.894117647,2013,0.214208827,0.065326633,0.976470588
"North Port-Sarasota-Bradenton, FL",35840,36621.23438,0.5,0.890625,7.92578125,228740.8984,0.952991453,2013,0.176269253,0.051779935,0.706552707
"Norwich-New London, CT",35980,40679.58333,0.541666667,0.898809524,8.023809524,244204.0476,0.91875,2013,0.217021277,0.078431373,0.983606557
"Ocala, FL ",36100,33393.92157,0.509803922,0.911764706,7.558823529,138580,0.954022989,2013,0.198359433,0.056390977,0.685897436
"Ocean City, NJ",36140,36993.93443,0.508196721,0.983606557,8.573770492,340829.5082,0.862068966,2013,0.168975069,0.139344262,0.920634921
"Odessa, TX ",36220,47348.32743,0.495575221,0.867256637,6.734513274,114566.3717,0.94,2013,0.302180685,0.051546392,1.076086957
"Ogden-Clearfield, UT ",36260,36060.91489,0.531914894,0.959810875,7.985815603,195230.8274,0.979328165,2013,0.298755187,0.108333333,0.634433962
"Oklahoma City, OK",36420,42146.12637,0.513736264,0.82967033,7.90521978,144981.9643,0.97723824,2013,0.27155895,0.060356653,1.025757576
"Olympia-Tumwater, WA ",36500,47749.46853,0.461538462,0.881118881,8.048951049,219589.6503,0.961832061,2013,0.255054432,0.045731707,0.853503185
"Omaha-Council Bluffs, NE-IA",36540,43109.23343,0.518072289,0.950301205,8.451807229,157793.3434,0.988906498,2013,0.249451032,0.124119718,0.840390879
"Orlando-Kissimmee-Sanford, FL ",36740,35698.95607,0.496861925,0.778242678,7.987447699,168443.159,0.94425864,2013,0.244779698,0.03755102,0.975465313
"Oshkosh-Neenah, WI ",36780,41021.81818,0.522727273,0.943181818,8.170454545,151912.5,0.988095238,2013,0.234417344,0.080924855,1.064102564
"Owensboro, KY ",36980,36331.76471,0.441176471,0.985294118,7.867647059,117546.6176,0.984126984,2013,0.217926186,0.088709677,0.6375
"Oxnard-Thousand Oaks-Ventura, CA",37100,39570.37615,0.509174312,0.80733945,7.690366972,405687.5,0.945409429,2013,0.232334782,0.038385827,0.882352941
"Palm Bay-Melbourne-Titusville, FL",37340,33045.75314,0.514644351,0.907949791,8.158995816,139005.6067,0.936363636,2013,0.177633945,0.05465587,0.828996283
"Parkersburg-Vienna, WV ",37620,35665.52239,0.656716418,1,7.850746269,113208.9552,0.951612903,2013,0.218298555,0.102941176,0.638888889
"Pensacola-Ferry Pass-Brent, FL",37860,34173.22124,0.513274336,0.805309735,7.743362832,146943.0531,0.917948718,2013,0.250819672,0.040849673,1.120967742
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",37980,45830.97835,0.497750281,0.820022497,8.433914511,240245.4528,0.943995208,2013,0.239647294,0.073439595,0.942307692
"Phoenix-Mesa-Scottsdale, AZ ",38060,43755.87551,0.527027027,0.828828829,8.09009009,195803.7674,0.964788732,2013,0.264364179,0.042920657,0.878369039
"Pittsburgh, PA ",38300,42803.07401,0.523547401,0.960244648,8.485626911,150463.3028,0.954456734,2013,0.231154182,0.074570447,0.995366795
"Pittsfield, MA ",38340,42290.04819,0.469879518,0.975903614,8.289156627,254216.8675,0.923076923,2013,0.160120846,0.163522013,0.601694915
"Portland-South Portland, ME",38860,38349.45029,0.444444444,0.988304094,8.169590643,233229.3567,0.962962963,2013,0.185277917,0.083783784,0.911917098
"Portland-Vancouver-Hillsboro, OR-WA ",38900,45272.02235,0.491803279,0.890461997,8.184798808,264213.9419,0.947111473,2013,0.25643055,0.048765432,0.921363953
"Port St. Lucie,FL",38940,32154.5082,0.491803279,0.770491803,7.262295082,141812.2951,0.946428571,2013,0.160997732,0.080985915,0.714285714
"Prescott, AZ ",39140,34400.63636,0.590909091,0.954545455,7.318181818,270329.5455,0.894736842,2013,0.177156177,0.092105263,0.914634146
"Providence-Warwick, RI-MA ",39300,42083.35615,0.519786096,0.902673797,8.26631016,272501.1658,0.949771689,2013,0.219905541,0.069669984,1.035908596
"Provo-Orem, UT ",39340,40973.80868,0.58382643,0.982248521,8.163708087,218275.5819,0.972850679,2013,0.363408521,0.118226601,0.836666667
"Pueblo, CO ",39380,31768.43243,0.527027027,0.824324324,7.418918919,137020.2703,0.907692308,2013,0.21686747,0.070707071,0.610619469
"Punta Gorda, FL",39460,32989.79592,0.510204082,0.857142857,7.510204082,141840.8163,0.95,2013,0.14028314,0.073394495,1.114754098
"Racine, WI ",39540,36970.35294,0.482352941,0.905882353,7.952941176,193800,0.962025316,2013,0.219941349,0.08,0.675
"Raleigh, NC ",39580,45818.98305,0.490112994,0.807909605,8.738700565,204690.4802,0.966917293,2013,0.244279835,0.073450135,0.773142112
"Reading, PA ",39740,36294.90196,0.533333333,0.925490196,7.8,183110.3137,0.943089431,2013,0.209143969,0.095348837,0.829457364
"Redding, CA ",39820,31879.01408,0.492957746,0.929577465,8.014084507,271169.0141,0.907692308,2013,0.222001982,0.066964286,0.631205674
"Reno, NV ",39900,43092.78475,0.524663677,0.878923767,7.757847534,218352.5561,0.950980392,2013,0.241243433,0.049001815,0.883268482
"Richmond, VA ",40060,41800.42351,0.498583569,0.760623229,8.3101983,216061.8555,0.940458015,2013,0.250894988,0.075505351,1.019430052
"Riverside-San Bernardino-Ontario, CA",40140,36082.02197,0.524875622,0.688225539,7.416252073,249961.4511,0.922072072,2013,0.258092867,0.024214907,0.850133511
"Roanoke, VA ",40220,34541.25926,0.50617284,0.925925926,7.666666667,163462.963,0.945205479,2013,0.209388511,0.088495575,0.844827586
"Rochester, NY ",40380,38974.99128,0.524283935,0.901618929,8.195516812,141622.0548,0.965608466,2013,0.221515241,0.085504342,0.968707483
"Rockford, IL ",40420,33815.72727,0.545454545,0.888888889,7.727272727,132579.2929,0.935135135,2013,0.212907117,0.062322946,0.608510638
"Rocky Mount, NC",40580,25186.94667,0.506666667,0.666666667,7.346666667,102037.6,0.865671642,2013,0.20499343,0.083333333,1.012345679
"Sacramento--Roseville--Arden-Arcade, CA ",40900,44578.52941,0.510695187,0.703208556,8.056149733,299458.164,0.937799043,2013,0.249447343,0.046082949,0.847826087
"Saginaw, MI ",40980,34365.05042,0.504201681,0.949579832,7.848739496,102470.5882,0.982142857,2013,0.202556539,0.063106796,0.85483871
"St. George, UT",41100,37935.10909,0.472727273,0.981818182,8.054545455,176513.0909,1,2013,0.261702128,0.113821138,0.383838384
"St. Joseph, MO-KS",41140,39757.85714,0.44047619,0.964285714,7.535714286,134454.1667,0.974358974,2013,0.234015345,0.054644809,1.263888889
"St. Louis, MO-IL",41180,41055.22941,0.494786236,0.90354536,8.338373306,157678.0344,0.960357342,2013,0.242424242,0.076112412,0.93221393
"Salinas, CA ",41500,33195.35135,0.567567568,0.778378378,7.140540541,341701.8378,0.943502825,2013,0.270808443,0.014705882,0.960526316
"Salisbury, MD-DE ",41540,36864.4,0.52195122,0.868292683,7.795121951,210843.3659,0.958762887,2013,0.195895522,0.066666667,1.170588235
"Salt Lake City,UT",41620,37252.73097,0.532846715,0.921793535,7.934306569,224969.8227,0.961231471,2013,0.320051651,0.089913545,0.934306569
"San Angelo, TX",41660,37197.77778,0.555555556,0.875,7.083333333,121090.2778,0.983870968,2013,0.252650177,0.083916084,1.439393939
"San Antonio-New Braunfels,TX",41700,37951.45858,0.50376506,0.847891566,7.666415663,146357.3795,0.951400329,2013,0.264341013,0.06104446,0.843665768
"San Diego-Carlsbad, CA",41740,45166.46138,0.511938202,0.72752809,8.243679775,416162.816,0.946442234,2013,0.281402265,0.026984484,1.153430578
"San Francisco-Oakland-Hayward, CA",41860,58827.62934,0.497395833,0.523003472,8.687934028,589457.4045,0.951807229,2013,0.262865752,0.038914027,1.086282306
"San Jose-Sunnyvale-Santa Clara,CA",41940,63767.50228,0.524156791,0.42023701,8.75752051,663950.9207,0.946859903,2013,0.265652701,0.033368458,0.954135954
"San Luis Obispo-PasoRobles-ArroyoGrande,CA",42020,43540.0099,0.504950495,0.881188119,8.069306931,469603.3663,0.945652174,2013,0.231974922,0.033783784,1.515151515
"Santa Cruz-Watsonville, CA",42100,47634.68421,0.51754386,0.807017544,8.070175439,583856.5789,0.97029703,2013,0.219278882,0.043624161,1.114754098
"Santa Fe, NM",42140,39258.4,0.49,0.83,7.31,256593,0.955555556,2013,0.221163012,0.073275862,0.8359375
"Santa Maria-Santa Barbara,CA",42200,46484.24837,0.555555556,0.745098039,8.045751634,625071.8954,0.95,2013,0.262561576,0.037523452,1.125
"Santa Rosa, CA",42220,44318.15766,0.540540541,0.869369369,7.617117117,469443.018,0.915,2013,0.220543807,0.030821918,0.89298893
"Scranton--Wilkes-Barre--Hazleton, PA ",42540,35236.18519,0.558641975,0.966049383,7.802469136,150248.5185,0.943708609,2013,0.222261735,0.0976,1.092857143
"Seattle-Tacoma-Bellevue, WA ",42660,49802.71687,0.512550201,0.802208835,8.348393574,315054.503,0.95755237,2013,0.258223258,0.05336008,0.993411765
"Sebastian-Vero Beach, FL",42680,42077.91667,0.5625,0.875,7.625,181125,0.97826087,2013,0.165109034,0.028301887,0.593220339
"Sheboygan, WI ",43100,33560.53191,0.478723404,0.968085106,7.957446809,166303.1915,0.942528736,2013,0.240506329,0.118421053,0.470588235
"Shreveport-Bossier City, LA",43340,40334.1,0.515,0.74,7.72,139112.2,0.93442623,2013,0.255330213,0.032586558,1.038277512
"Spartanburg, SC ",43900,33571.39103,0.5,0.903846154,7.891025641,126857.0513,0.951388889,2013,0.210246174,0.066455696,0.719211823
"Spokane-Spokane Valley, WA",44060,33483.68263,0.482035928,0.892215569,7.817365269,169861.7365,0.932885906,2013,0.229684146,0.06141522,0.844444444
"Springfield, IL ",44100,44407.43902,0.536585366,0.969512195,8.140243902,135702.0122,0.967741935,2013,0.25498699,0.095238095,0.871428571
"Springfield, MA ",44140,40709.66782,0.477508651,0.899653979,8.076124567,223193.4256,0.951310861,2013,0.203233256,0.102272727,0.775609756
"Springfield, MO ",44180,38338.23902,0.517073171,0.96097561,8.068292683,137458.1463,0.978835979,2013,0.249573621,0.079726651,0.964757709
"Springfield, OH ",44220,30788.44156,0.506493506,0.935064935,7.649350649,106435.4545,0.972972973,2013,0.186046512,0.078947368,0.886597938
"State College, PA",44300,44476.87129,0.534653465,0.96039604,8.396039604,181297.0297,1,2013,0.247706422,0.132275132,0.960784314
"Stockton-Lodi, CA ",44700,34965.21922,0.507507508,0.585585586,7.366366366,196811.5916,0.913333333,2013,0.256655698,0.040792541,0.693262411
"Syracuse, NY ",45060,37846.57058,0.514910537,0.940357853,8.182902584,133087.7336,0.925531915,2013,0.217989904,0.091578947,0.838289963
"Tampa-St. Petersburg-Clearwater, FL",45300,38591.26435,0.483280757,0.851104101,8.088328076,175472.5994,0.942058623,2013,0.217904315,0.043103448,0.952434881
"Toledo, OH ",45780,34252.76847,0.522167488,0.931034483,7.800492611,115869.9507,0.938992042,2013,0.223980017,0.080545229,0.995085995
"Topeka, KS ",45820,35511.63399,0.522875817,0.954248366,7.862745098,112251.3725,0.972413793,2013,0.2072,0.135135135,0.738636364
"Trenton, NJ ",45940,44463.47368,0.515789474,0.694736842,8.373684211,306742.6316,0.91160221,2013,0.24137931,0.074941452,0.955445545
"Tucson, AZ ",46060,41251.84493,0.510934394,0.840954274,7.667992048,160768.6879,0.954446855,2013,0.248586469,0.057254902,0.864672365
"Tuscaloosa, AL ",46220,37010,0.459459459,0.804054054,8,164010.1351,0.955223881,2013,0.279288703,0.037453184,1.302083333
"Tyler, TX ",46340,35821.28205,0.547008547,0.854700855,7.504273504,128568.0342,0.962962963,2013,0.274871795,0.052238806,1.053435115
"Urban Honolulu, HI",46520,37041.83184,0.513416816,0.338103757,8.169946333,569216.8157,0.978927203,2013,0.272016384,0.033538672,1.180623974
"Utica-Rome, NY ",46540,33448.69951,0.502463054,0.975369458,7.714285714,112120.4926,0.957671958,2013,0.217870932,0.06835443,0.897674419
"Vallejo-Fairfield, CA ",46700,46047.31818,0.495454545,0.622727273,7.618181818,272329.8182,0.961165049,2013,0.230801867,0.029411765,1.072
"Virginia Beach-Norfolk-Newport News,VA-NC",47260,41292.46186,0.537095089,0.754440961,8.088819227,245528.8924,0.951793722,2013,0.263031275,0.037891986,1.092651757
"Visalia-Porterville, CA ",47300,32522.28311,0.525114155,0.794520548,7.146118721,171766.3014,0.941798942,2013,0.275409836,0.035714286,0.653005464
"Waco, TX ",47380,36346.79688,0.46875,0.8828125,7.8671875,137203.125,0.974576271,2013,0.255722178,0.058641975,1.031847134
"Washington-Arlington-Alexandria, DC-VA-MD-WV ",47900,57835.24688,0.487890901,0.667528803,8.805549024,397821.5495,0.963396414,2013,0.262713609,0.060792656,1.01818661
"Wausau, WI ",48140,44647.75385,0.484615385,0.961538462,7.746153846,168800,0.976,2013,0.204620462,0.150537634,0.547826087
"Wenatchee, WA ",48300,37677.22222,0.466666667,0.911111111,7.4,204711.1111,0.953488372,2013,0.197343454,0.115384615,0.530120482
"Wichita, KS ",48620,39251.56522,0.50931677,0.928571429,8.177018634,130501.8944,0.94966443,2013,0.247540338,0.108108108,0.774535809
"Wichita Falls, TX",48660,28456.79518,0.554216867,0.879518072,7.337349398,114598.5542,0.890410959,2013,0.287484511,0.060344828,1.304347826
"Wilmington, NC ",48900,44870.59322,0.483050847,0.881355932,8.313559322,213325.2542,0.973684211,2013,0.2264,0.053003534,0.991525424
"Winston-Salem, NC ",49180,36309.98551,0.539130435,0.857971014,7.95942029,153412.6667,0.958990536,2013,0.215574263,0.057182706,0.900826446
"Worcester, MA-CT ",49340,44644.32021,0.508050089,0.935599284,8.4490161,251287.4061,0.957564576,2013,0.216768526,0.090748899,0.793831169
"Yakima, WA ",49420,33147.48148,0.503703704,0.785185185,6.837037037,153562.963,0.94214876,2013,0.251706485,0.044067797,0.792207792
"York-Hanover, PA ",49620,37516.47348,0.488636364,0.950757576,7.734848485,190139.1288,0.940944882,2013,0.212001968,0.097447796,0.891666667
"Youngstown-Warren-Boardman, OH-PA ",49660,32027.40936,0.520467836,0.938596491,7.611111111,115145.3216,0.974193548,2013,0.206441718,0.068350669,0.755050505
"Yuba City, CA",49700,32584.11111,0.511111111,0.7,7.6,282043.5556,0.853658537,2013,0.265151515,0.032653061,1
"Yuma, AZ ",49740,32921.81818,0.553719008,0.834710744,6.760330579,127995.8678,0.886956522,2013,0.283687943,0.039285714,0.979452055
Not in identifiable area   ,0,35480.00342,0.524191365,0.907087664,7.51719326,142243.7338,0.954506987,2014,0.222829499,0.086915085,0.822238901
"Akron, OH ",10420,38824.0107,0.505347594,0.935828877,8.248663102,145166.7112,0.965517241,2014,0.226933413,0.061842105,0.880778589
"Albany-Schenectady-Troy, NY ",10580,45874.868,0.5,0.938,8.336,190115.08,0.959745763,2014,0.216465423,0.084178499,0.879166667
"Albuquerque, NM ",10740,34923.21983,0.515086207,0.709051724,7.67887931,162640.4741,0.933806147,2014,0.24864586,0.064315353,0.912472648
"Allentown-Bethlehem-Easton, PA-NJ ",10900,41576.84668,0.496567506,0.929061785,8.201372998,203828.1922,0.964028777,2014,0.205850778,0.099087353,0.727650728
"Amarillo, TX ",11100,47909.08108,0.508108108,0.908108108,7.767567568,146354.973,1,2014,0.251521298,0.067204301,1.096385542
"Anchorage, AK ",11260,49069.22374,0.484018265,0.840182648,7.616438356,255578.9041,0.964285714,2014,0.273704172,0.131639723,1.016393443
"Ann Arbor, MI",11460,51615.02778,0.511111111,0.861111111,9.138888889,209410.1667,0.982758621,2014,0.300061614,0.075975359,1.5
"Anniston-Oxford-Jacksonville, AL ",11500,31642.37288,0.542372881,0.86440678,7.542372881,112847.4576,0.981818182,2014,0.205454545,0.115044248,0.604938272
"Asheville, NC ",11700,32807.70498,0.540229885,0.942528736,8.088122605,186997.7011,0.966527197,2014,0.212877264,0.069943289,0.961864407
"Atlanta-Sandy Springs-Roswell, GA",12060,44710.91888,0.487377987,0.706496129,8.40491417,202506.2874,0.954283657,2014,0.253324318,0.050563464,0.821796339
"Atlantic City-Hammonton, NJ",12100,39826.64557,0.525316456,0.841772152,7.85443038,234391.1392,0.952380952,2014,0.220449601,0.072368421,0.773195876
"Auburn-Opelika, AL ",12220,34595.69231,0.461538462,0.769230769,7.953846154,149384.6154,0.946428571,2014,0.314115308,0.050632911,1.2
"Augusta-Richmond County, GA-SC",12260,35146.02602,0.576208178,0.728624535,7.92936803,143855.2416,0.950819672,2014,0.231171969,0.050522648,0.949090909
"Austin-Round Rock, TX",12420,50133.23159,0.498363339,0.853518822,8.356792144,244419.9427,0.971954426,2014,0.290057121,0.046728972,1.096069869
"Bakersfield, CA ",12540,41087.355,0.5925,0.78,7.195,196332.125,0.93956044,2014,0.303220738,0.023316062,0.921501706
"Baltimore-Columbia-Towson, MD ",12580,51360.92636,0.503735326,0.764140875,8.640341515,288156.3981,0.969781757,2014,0.249035155,0.065934066,1.052598226
"Bangor, ME ",12620,46898.3908,0.574712644,0.977011494,7.942528736,152551.7241,0.961538462,2014,0.197775031,0.1125,1.275362319
"Barnstable Town, MA",12700,43195.38261,0.582608696,0.965217391,8.113043478,441424.7826,0.945454545,2014,0.153473344,0.121052632,0.727272727
"Baton Rouge, LA",12940,45568.90153,0.509846827,0.698030635,8.039387309,198707.7681,0.95990566,2014,0.261925412,0.034216336,1.077540107
"Beaumont-Port Arthur, TX",13140,39903.50794,0.567460317,0.805555556,7.424603175,125289.6825,0.943478261,2014,0.261939219,0.046040516,0.823308271
"Bellingham, WA ",13380,46083.96262,0.523364486,0.878504673,7.943925234,270189.0654,0.959183673,2014,0.256627784,0.061983471,0.923076923
"Bend-Redmond, OR ",13460,41180.85106,0.531914894,0.957446809,7.936170213,229340.4255,0.955555556,2014,0.217821782,0.106060606,0.661764706
"Binghamton, NY ",13780,38797.77778,0.459259259,0.955555556,8.466666667,128442.5926,0.958677686,2014,0.219198791,0.086206897,0.861445783
"Birmingham-Hoover, AL ",13820,40375.59468,0.51486698,0.780907668,8.023474178,159314.1471,0.948717949,2014,0.234273319,0.06558642,0.862865948
"Bismarck, ND ",13900,45476.0101,0.525252525,1,7.929292929,209161.6162,0.988888889,2014,0.261245675,0.158940397,1.112903226
"Blacksburg-Christiansburg-Radford, VA ",13980,34448.68421,0.526315789,0.960526316,8.118421053,165486.8421,0.971830986,2014,0.232732733,0.090322581,1.14084507
"Bloomington, IL ",14010,43012.15823,0.550632911,0.974683544,8.734177215,152617.0886,0.987096774,2014,0.268242549,0.103448276,0.953488372
"Bloomington, IN ",14020,32731.24658,0.506849315,0.917808219,8.506849315,170698.6301,0.940298507,2014,0.333333333,0.026595745,2.254901961
"Boise City, ID",14260,38668.11765,0.511764706,0.967647059,7.838235294,169892.0882,0.977346278,2014,0.263839812,0.071428571,0.803571429
"Boston-Cambridge-Newton, MA-NH ",14460,58070.47859,0.50397878,0.840469875,8.956801819,408899.6931,0.969322709,2014,0.252588567,0.081671117,1.120389701
"Bremerton-Silverdale, WA ",14740,39813.61963,0.54601227,0.82208589,7.601226994,226349.5706,0.959731544,2014,0.249034749,0.07751938,0.994047619
"Bridgeport-Stamford-Norwalk, CT ",14860,60156.44382,0.535580524,0.790262172,8.68164794,530434.2135,0.9500998,2014,0.2002365,0.084645669,0.692640693
"Brownsville-Harlingen, TX ",15180,27660.09259,0.462962963,0.939814815,7.074074074,104056.5741,0.98,2014,0.252574526,0.036480687,0.603626943
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,37054.21702,0.50212766,0.927659574,8.373049645,148546.1135,0.967889908,2014,0.236579491,0.088,1.091580502
"Burlington, NC ",15500,29668.3,0.49,0.78,7.45,128860.6,0.969072165,2014,0.19047619,0.092391304,0.737864078
"Burlington-South Burlington, VT",15540,43465.69412,0.458823529,0.941176471,8.541176471,229517.6471,0.987012987,2014,0.221698113,0.111702128,0.908256881
"Canton-Massillon, OH ",15940,37575.11278,0.522556391,0.984962406,7.984962406,129273.3835,0.959016393,2014,0.218499292,0.075593952,0.889795918
"Cape Coral-Fort Myers,FL",15980,37623.06452,0.463709677,0.842741935,7.911290323,188859.8387,0.957264957,2014,0.192516596,0.048589342,0.725543478
"Champaign-Urbana, IL ",16580,43346.69492,0.516949153,0.923728814,8.423728814,148644.0678,0.991150442,2014,0.314871795,0.078175896,1.577981651
"Charleston, WV ",16620,30530.65934,0.527472527,0.956043956,7.549450549,104142.8571,0.949367089,2014,0.196704428,0.052356021,0.801980198
"Charleston-North Charleston, SC",16700,44708.29565,0.476086957,0.810869565,8.480434783,234298.9565,0.967517401,2014,0.266970754,0.052261307,1.276536313
